
*************************************************************
                       POINT NUMBER = 1
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4372     0.4659  8.2576e-04    6.57
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0156     0.0055  1.0147e-04   64.57
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5328     0.5336  6.1152e-07    0.15
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6005     0.5815  3.6138e-04    3.17
cell(4_x)              0.1984     0.2078  8.8605e-05    4.74
cell(4_y)              0.0506     0.0432  5.4346e-05   14.57
cell(4_z)              0.3043     0.2938  1.1101e-04    3.46
cell(5_x)              0.5328     0.5340  1.3877e-06    0.22
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6005     0.5817  3.5303e-04    3.13
cell(6_x)              0.1984     0.2076  8.5341e-05    4.66
cell(6_y)              0.0506     0.0434  5.1999e-05   14.25
cell(6_z)              0.3043     0.2938  1.1059e-04    3.46
cell(Volume)         230.1715   235.2327  2.5616e+01    2.20
cell(a)                5.6110     5.5494  3.7904e-03    1.10
cell(b)                7.6690     7.7519  6.8731e-03    1.08
cell(c)                5.3490     5.4682  1.4197e-02    2.23
-------------------------------------------------------------
Gd2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9685     0.9706  4.3015e-06    0.21
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3884     0.3897  1.7716e-06    0.34
cell(3_y)              0.1515     0.1510  2.6112e-07    0.34
cell(3_z)              0.3787     0.3811  5.6264e-06    0.63
cell(4_x)              0.3884     0.3896  1.3712e-06    0.30
cell(4_y)              0.1515     0.1509  4.0322e-07    0.42
cell(4_z)              0.3787     0.3812  6.1157e-06    0.65
cell(Volume)        1266.1264  1305.7726  1.5718e+03    3.13
cell(a)               10.8183    10.9301  1.2490e-02    1.03
cell(b)               10.8183    10.9301  1.2490e-02    1.03
cell(c)               10.8183    10.9301  1.2490e-02    1.03
-------------------------------------------------------------
TbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0641     0.0349  8.5486e-04   45.61
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4840     0.4942  1.0343e-04    2.10
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4640     0.4636  1.6241e-07    0.09
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6035     0.5852  3.3332e-04    3.03
cell(4_x)              0.3026     0.2933  8.5655e-05    3.06
cell(4_y)              0.0538     0.0452  7.3308e-05   15.91
cell(4_z)              0.1950     0.2049  9.8823e-05    5.10
cell(5_x)              0.4640     0.4632  6.1623e-07    0.17
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6035     0.5855  3.2479e-04    2.99
cell(6_x)              0.3026     0.2935  8.2265e-05    3.00
cell(6_y)              0.0538     0.0454  7.0459e-05   15.60
cell(6_z)              0.1950     0.2049  9.8565e-05    5.09
cell(Volume)         227.7998   234.5536  4.5614e+01    2.96
cell(a)                5.6020     5.5457  3.1676e-03    1.00
cell(b)                7.6350     7.7496  1.3133e-02    1.50
cell(c)                5.3260     5.4576  1.7330e-02    2.47
-------------------------------------------------------------
Tb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.3333     0.3333  0.0000e+00    0.00
cell(1_y)              0.6667     0.6667  0.0000e+00    0.00
cell(1_z)              0.2498     0.2488  1.0962e-06    0.42
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.3333     0.3333  0.0000e+00    0.00
cell(3_y)              0.6667     0.6667  0.0000e+00    0.00
cell(3_z)              0.6464     0.6614  2.2554e-04    2.32
cell(4_x)              0.0000     0.0000  0.0000e+00    0.00
cell(4_y)              0.0000     0.0000  0.0000e+00    0.00
cell(4_z)              0.0000     0.0000  0.0000e+00    0.00
cell(5_x)              0.3333     0.3333  0.0000e+00    0.00
cell(5_y)              0.6667     0.6667  0.0000e+00    0.00
cell(5_z)              0.6464     0.6621  2.4533e-04    2.42
cell(Volume)          70.0075    74.0880  1.6651e+01    5.83
cell(a)                3.7149     3.7598  2.0195e-03    1.21
cell(b)                3.7149     3.7598  2.0195e-03    1.21
cell(c)                5.8576     6.0517  3.7684e-02    3.31
Objective Function = 2.217574e+07
Average Percentage Relative Error = 5.761635e+00

*************************************************************
                       POINT NUMBER = 59
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0665     0.9631  8.0387e-01 1348.26
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4829     0.4935  1.1266e-04    2.20
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5390  7.8288e-04    5.48
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5883  3.7288e-04    3.39
cell(4_x)              0.2190     0.2058  1.7548e-04    6.05
cell(4_y)              0.0390     0.0470  6.3633e-05   20.45
cell(4_z)              0.2800     0.2961  2.5860e-04    5.74
cell(5_x)              0.5110     0.5394  8.0491e-04    5.55
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5885  3.8130e-04    3.43
cell(6_x)              0.2190     0.2056  1.8069e-04    6.14
cell(6_y)              0.0390     0.0471  6.6390e-05   20.89
cell(6_z)              0.2800     0.2961  2.5834e-04    5.74
cell(Volume)         226.2552   232.1549  3.4807e+01    2.61
cell(a)                5.5980     5.5323  4.3132e-03    1.17
cell(b)                7.6230     7.7218  9.7688e-03    1.30
cell(c)                5.3020     5.4344  1.7523e-02    2.50
-------------------------------------------------------------
Dy2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9675     0.9708  1.0693e-05    0.34
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3898  1.6693e-06    0.33
cell(3_y)              0.1515     0.1510  2.5100e-07    0.33
cell(3_z)              0.3795     0.3810  2.3870e-06    0.41
cell(4_x)              0.3911     0.3896  2.1112e-06    0.37
cell(4_y)              0.1515     0.1509  3.9062e-07    0.41
cell(4_z)              0.3795     0.3811  2.7225e-06    0.43
cell(Volume)        1214.7678  1261.6462  2.1976e+03    3.86
cell(a)               10.6700    10.8055  1.8367e-02    1.27
cell(b)               10.6700    10.8055  1.8367e-02    1.27
cell(c)               10.6700    10.8055  1.8367e-02    1.27
-------------------------------------------------------------
ErFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0691     0.0393  8.8941e-04   43.16
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4816     0.4925  1.1842e-04    2.26
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4594     0.4554  1.5737e-05    0.86
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6137     0.5951  3.4510e-04    3.03
cell(4_x)              0.3059     0.2961  9.6747e-05    3.22
cell(4_y)              0.0573     0.0507  4.3047e-05   11.45
cell(4_z)              0.1910     0.2019  1.1846e-04    5.70
cell(5_x)              0.4594     0.4551  1.8888e-05    0.95
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6137     0.5953  3.3720e-04    2.99
cell(6_x)              0.3059     0.2963  9.2564e-05    3.15
cell(6_y)              0.0573     0.0509  4.0717e-05   11.14
cell(6_z)              0.1910     0.2019  1.1925e-04    5.72
cell(Volume)         223.0089   228.6860  3.2230e+01    2.55
cell(a)                5.5820     5.5089  5.3458e-03    1.31
cell(b)                7.5910     7.6923  1.0255e-02    1.33
cell(c)                5.2630     5.3966  1.7853e-02    2.54
-------------------------------------------------------------
Er2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9670     0.9709  1.5304e-05    0.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3899  1.5055e-06    0.31
cell(3_y)              0.1512     0.1510  3.7636e-08    0.13
cell(3_z)              0.3799     0.3810  1.2522e-06    0.29
cell(4_x)              0.3911     0.3897  1.9321e-06    0.36
cell(4_y)              0.1512     0.1509  1.0240e-07    0.21
cell(4_z)              0.3799     0.3811  1.5104e-06    0.32
cell(Volume)        1172.2391  1215.4547  1.8676e+03    3.69
cell(a)               10.5440    10.6720  1.6387e-02    1.21
cell(b)               10.5440    10.6720  1.6387e-02    1.21
cell(c)               10.5440    10.6720  1.6387e-02    1.21
-------------------------------------------------------------
EuFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4399     0.4678  7.7858e-04    6.34
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0145     0.0050  9.0250e-05   65.52
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5320     0.5307  1.7450e-06    0.25
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5978     0.5778  4.0160e-04    3.35
cell(4_x)              0.1994     0.2091  9.3316e-05    4.84
cell(4_y)              0.0506     0.0412  8.8906e-05   18.63
cell(4_z)              0.3023     0.2924  9.8744e-05    3.29
cell(5_x)              0.5320     0.5311  8.5748e-07    0.17
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5978     0.5780  3.9263e-04    3.31
cell(6_x)              0.1994     0.2089  9.0136e-05    4.76
cell(6_y)              0.0506     0.0413  8.5989e-05   18.33
cell(6_z)              0.3023     0.2924  9.8069e-05    3.28
cell(Volume)         231.4371   236.8770  2.9592e+01    2.35
cell(a)                5.6060     5.5570  2.3996e-03    0.87
cell(b)                7.6850     7.7701  7.2430e-03    1.11
cell(c)                5.3720     5.4860  1.2992e-02    2.12
-------------------------------------------------------------
Eu2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2806     0.2795  1.2905e-06    0.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0960     0.0990  9.0902e-06    3.14
cell(3_y)              0.3559     0.3603  1.9369e-05    1.24
cell(3_z)              0.1301     0.1311  9.7023e-07    0.76
cell(4_x)              0.0960     0.0991  9.8470e-06    3.27
cell(4_y)              0.3559     0.3605  2.0794e-05    1.28
cell(4_z)              0.1301     0.1312  1.1729e-06    0.83
cell(Volume)        1283.7630  1329.6099  2.1019e+03    3.57
cell(a)               10.8683    10.9962  1.6350e-02    1.18
cell(b)               10.8683    10.9962  1.6350e-02    1.18
cell(c)               10.8683    10.9962  1.6350e-02    1.18
-------------------------------------------------------------
HoFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4709     0.4622  7.5325e-05    1.84
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0061     0.0068  5.3876e-07   12.03
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5410  8.9742e-04    5.86
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5908  4.7324e-04    3.82
cell(4_x)              0.2190     0.2051  1.9424e-04    6.36
cell(4_y)              0.0390     0.0483  8.6881e-05   23.90
cell(4_z)              0.2800     0.2969  2.8399e-04    6.02
cell(5_x)              0.5110     0.5413  9.2076e-04    5.94
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5910  4.8268e-04    3.86
cell(6_x)              0.2190     0.2049  1.9991e-04    6.46
cell(6_y)              0.0390     0.0485  9.0174e-05   24.35
cell(6_z)              0.2800     0.2968  2.8342e-04    6.01
cell(Volume)         224.3297   230.9883  4.4337e+01    2.97
cell(a)                5.5910     5.5248  4.3807e-03    1.18
cell(b)                7.6020     7.7117  1.2028e-02    1.44
cell(c)                5.2780     5.4216  2.0607e-02    2.72
-------------------------------------------------------------
Ho2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9673     0.9708  1.2419e-05    0.36
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3888     0.3898  1.0774e-06    0.27
cell(3_y)              0.1519     0.1510  8.0282e-07    0.59
cell(3_z)              0.3811     0.3810  4.3560e-09    0.02
cell(4_x)              0.3888     0.3897  7.6738e-07    0.23
cell(4_y)              0.1519     0.1509  1.0424e-06    0.67
cell(4_z)              0.3811     0.3811  1.6810e-09    0.01
cell(Volume)        1196.9246  1245.4409  2.3538e+03    4.05
